question,answer,answer_numeric,is_integer_like,decimals,answer_type,decade,century,q_len_chars,q_len_words,q_wh_type,outlier_iqr,zscore,outlier_z
"In which year did all of the following occur: Prime Minister imposes direct rule on Northern Ireland, Idi Amin expels 50,000 Asians in 3 months and St Helens win the Rugby League Challenge Cup?",1972.0,1972.0,True,0,year,1970.0,20.0,193,34,which,False,0.10229258290104735,False
In which year did Louis Bleriot make the first powered flight across the English Channel?,1909.0,1909.0,True,0,year,1900.0,20.0,89,15,which,False,0.08879506265354677,False
In which year did Chuck Yeager first break the sound barrier in a Bell X-1 rocket plane?,1947.0,1947.0,True,0,year,1940.0,20.0,88,17,which,False,0.09693642407267411,False
How many letters are there in the Greek alphabet?,24.0,24.0,True,0,age,,,49,9,quantity,False,-0.31505931300579654,False
In which year did Fidel Castro come to power in Cuba?,1959.0,1959.0,True,0,year,1950.0,20.0,53,11,which,False,0.09950738031029327,False
"""In which year did The Beatles release the film """"Yellow Submarine""""; Alec Rose arrives back in Portsmouth; the last steam passenger train service runs in Britain .""",1968.0,1968.0,True,0,year,1960.0,20.0,165,27,which,False,0.10143559748850764,False
Which year saw the very first Edinburgh Festival?,1947.0,1947.0,True,0,year,1940.0,20.0,49,8,which,False,0.09693642407267411,False
"In Geography, one time zone usually represents how many degrees of longitude?",15.0,15.0,True,0,age,,,77,12,quantity,False,-0.31698753018401093,False
How many seats are there in the US Senate?,100.0,100.0,True,0,age,,,42,9,quantity,False,-0.2987765901675419,False
"To within 10 either way, how many seats are there in the US House of Representatives?",435.0,435.0,True,0,medium_int,,,85,16,quantity,False,-0.22700406186734026,False
In which year did the demolition of the Berlin Wall begin?,1989.0,1989.0,True,0,year,1980.0,20.0,58,11,which,False,0.10593477090434117,False
"In which year did the following happen - Pope John Paul II visited Britain, compact discs went on sale to the public and Grace Kelly died?",1982.0,1982.0,True,0,year,1980.0,20.0,138,26,which,False,0.10443504643239666,False
How many stars were there on the flag of the USA at the turn of the twentieth century?,45.0,45.0,True,0,age,,,86,18,quantity,False,-0.31056013958996304,False
"In which year did the following happen - Microsoft was registered as a trade name, Brotherhood of Man won Eurovision and Mao Zedong died?",1976.0,1976.0,True,0,year,1970.0,20.0,137,24,which,False,0.10314956831358708,False
How many lines are there on the London underground railway?,12.0,12.0,True,0,age,,,59,10,quantity,False,-0.3176302692434157,False
According to Douglas Adams what number is the meaning of life?,42.0,42.0,True,0,age,,,62,11,what,False,-0.3112028786493678,False
How many hurdles are there in a men's 110m race?,10.0,10.0,True,0,age,,,48,10,quantity,False,-0.3180587619496856,False
How many stars are on the European Union Flag?,12.0,12.0,True,0,age,,,46,9,quantity,False,-0.3176302692434157,False
How many counters does each player have in a game of backgammon?,15.0,15.0,True,0,age,,,64,12,quantity,False,-0.31698753018401093,False
How many tiles are there in a standard Mah Jong set?,144.0,144.0,True,0,medium_int,,,52,11,quantity,False,-0.28934975062960494,False
In what year was the Battle of Little Bighorn?,1876.0,1876.0,True,0,year,1870.0,19.0,46,9,year,False,0.08172493300009406,False
How many public companies comprise the Dow Jones Index?,30.0,30.0,True,0,age,,,55,9,quantity,False,-0.31377383488698696,False
In which year in the 20th Century were there three Popes?,1978.0,1978.0,True,0,year,1970.0,20.0,57,11,which,False,0.10357806101985693,False
In which year did Yuri Gagarin become the first man in space?,1961.0,1961.0,True,0,year,1960.0,20.0,61,12,which,False,0.09993587301656313,False
In which year did Mussolini seize power in Italy and the Irish Free State become established?,1922.0,1922.0,True,0,year,1920.0,20.0,93,16,which,False,0.09158026524430085,False
In which year was Gandhi assassinated and the state of Israel set up?,1948.0,1948.0,True,0,year,1940.0,20.0,69,13,which,False,0.09715067042580904,False
In which year was the Prime Minister Spencer Percival shot on entering the House of Commons?,1812.0,1812.0,True,0,year,1810.0,19.0,92,16,which,False,0.06801316639945854,False
In which year did 617 Squadron's Dambusters Raid take place?,1943.0,1943.0,True,0,year,1940.0,20.0,60,10,which,False,0.09607943866013438,False
In which year was the first London Marathon?,1981.0,1981.0,True,0,year,1980.0,20.0,44,8,which,False,0.10422080007926172,False
"The Berlin Wall was breached in 1989, for how many complete years had it stood?",28.0,28.0,True,0,age,,,79,15,quantity,False,-0.31420232759325684,False
In which year was the Peterloo Massacre?,1819.0,1819.0,True,0,year,1810.0,19.0,40,7,which,False,0.06951289087140305,False
In which year were the Gordon Riots?,1780.0,1780.0,True,0,year,1780.0,18.0,36,7,which,False,0.06115728309914077,False
The Easter Rising against British rule in Ireland took place in which year?,1916.0,1916.0,True,0,year,1910.0,20.0,75,13,which,False,0.09029478712549127,False
In what year did Doctor Who start on television?,1963.0,1963.0,True,0,year,1960.0,20.0,48,9,year,False,0.10036436572283298,False
How many pairs of chromosomes does a human have?,23.0,23.0,True,0,age,,,48,9,quantity,False,-0.3152735593589315,False
How many days is the gestation period of a domestic dog (5 days either way?,60.0,60.0,True,0,age,,,75,15,quantity,False,-0.30734644429293906,False
In which year did the Boston Tea Party take place?,1773.0,1773.0,True,0,year,1770.0,18.0,50,10,which,False,0.05965755862719626,False
How many days is the gestation period of a domestic cat (5 days either way)?,52.0,52.0,True,0,age,,,76,15,quantity,False,-0.3090604151180185,False
How many sides has a dodecagon?,12.0,12.0,True,0,age,,,31,6,quantity,False,-0.3176302692434157,False
In which year was the General Strike?,1926.0,1926.0,True,0,year,1920.0,20.0,37,7,which,False,0.09243725065684057,False
How many squares make up a standard Sudoku grid?,81.0,81.0,True,0,age,,,48,9,quantity,False,-0.30284727087710556,False
In which year was Britain's currency decimalised?,1971.0,1971.0,True,0,year,1970.0,20.0,49,7,which,False,0.10207833654791243,False
How many squares are visible on a standard Rubik Cube?,54.0,54.0,True,0,age,,,54,10,quantity,False,-0.30863192241174864,False
"Lord Lucan and John Stonehouse disappeared in the same year, which?",1974.0,1974.0,True,0,year,1970.0,20.0,67,11,which,False,0.10272107560731722,False
In which year were British women granted full voting rights?,1928.0,1928.0,True,0,year,1920.0,20.0,60,10,which,False,0.09286574336311043,False
How old was Mozart when he died? (a year either way),35.0,35.0,True,0,age,,,52,11,age,False,-0.3127026031213123,False
"In which year did the Easter Rising, against British rule in Ireland, take place?",1916.0,1916.0,True,0,year,1910.0,20.0,81,14,which,False,0.09029478712549127,False
What is the largest number on a standard backgammon doubling dice?,64.0,64.0,True,0,age,,,66,11,what,False,-0.30648945888039936,False
"Name the year in which Freddie Mercury died, hostage Terry Waite was released and No. 10 Downing Street was mortar bombed?",1991.0,1991.0,True,0,year,1990.0,20.0,122,21,which,False,0.10636326361061103,False
"In computing, how many bytes are there in a kilobyte?",1024.0,1024.0,True,0,year,1020.0,11.0,53,10,quantity,False,-0.10081295987086641,False
How many chromosomes are there in the female sex cell?,23.0,23.0,True,0,age,,,54,10,quantity,False,-0.3152735593589315,False
In which year was the Battle of Trafalgar?,1805.0,1805.0,True,0,year,1800.0,19.0,42,8,which,False,0.06651344192751403,False
In which year was the Battle of Agincourt?,1415.0,1415.0,True,0,year,1410.0,15.0,42,8,which,False,-0.017042635795108726,False
In which year were women given the vote in the USA?,1920.0,1920.0,True,0,year,1920.0,20.0,51,11,which,False,0.09115177253803099,False
In which year was NATO founded?,1949.0,1949.0,True,0,year,1940.0,20.0,31,6,which,False,0.09736491677894396,False
In which year was the International Garden Festival held in Liverpool?,1984.0,1984.0,True,0,year,1980.0,20.0,70,11,which,False,0.10486353913866653,False
Which year saw the culmination and end of the Cuban Missile Crisis?,1962.0,1962.0,True,0,year,1960.0,20.0,67,12,which,False,0.10015011936969806,False
"To within one year either way, in which year was Pluto discovered by Clyde Tombaugh?",1930.0,1930.0,True,0,year,1930.0,20.0,84,15,which,False,0.0932942360693803,False
"To within one year either way, when was the Sydney Opera House formally opened by Queen Elizabeth II?",1973.0,1973.0,True,0,year,1970.0,20.0,101,18,when,False,0.1025068292541823,False
The summer Olympic Games were held in Los Angeles in 1984 and in which other year?,1932.0,1932.0,True,0,year,1930.0,20.0,82,16,which,False,0.09372272877565016,False
When did the Chinese leader Mao Tse Tung die?,1976.0,1976.0,True,0,year,1970.0,20.0,45,9,year,False,0.10314956831358708,False
How many pounds are there in an imperial ton?,2240.0,2240.0,True,0,other_numeric,,,45,9,quantity,False,0.15971060554120864,False
"In Benny Hill's 1971 hit, how old was 'Ernie, The Fastest Milkman in the West'?",52.0,52.0,True,0,age,,,79,15,age,False,-0.3090604151180185,False
I In which year was the Piper Alpha oil rig disaster?,1988.0,1988.0,True,0,year,1980.0,20.0,53,11,which,False,0.10572052455120624,False
In which year was the Hungerford massacre?,1987.0,1987.0,True,0,year,1980.0,20.0,42,7,which,False,0.10550627819807132,False
How many players are there in a Gaelic Football team?,15.0,15.0,True,0,age,,,53,10,quantity,False,-0.31698753018401093,False
Which number president of the USA was George W Bush?,43.0,43.0,True,0,age,,,52,10,which,False,-0.31098863229623286,False
In which year was NATO formed?,1949.0,1949.0,True,0,year,1940.0,20.0,30,6,which,False,0.09736491677894396,False
In which year was Mahatma Gandhi assassinated?,1948.0,1948.0,True,0,year,1940.0,20.0,46,7,which,False,0.09715067042580904,False
How many chromosomes does a normal human have?,46.0,46.0,True,0,age,,,46,8,quantity,False,-0.3103458932368281,False
How many stars make up the European Union flag?,12.0,12.0,True,0,age,,,47,9,quantity,False,-0.3176302692434157,False
"Which cologne, created in 1792, was named after the street number of the building in Glockengasse, Cologne where it was created?",4711.0,4711.0,True,0,other_numeric,,,128,21,where,False,0.689113344137621,False
In which year was the 20p coin introduced and the word 'new' dropped from all newly minted coins in Britain?,1982.0,1982.0,True,0,year,1980.0,20.0,108,20,which,False,0.10443504643239666,False
"To within a year, when were proceedings of the House of Commons first regularly broadcast on TV?",1989.0,1989.0,True,0,year,1980.0,20.0,96,17,when,False,0.10593477090434117,False
In which year of the 1960s did Sandie Shaw have a number one hit with 'Puppet on a String' and Procol Harum with 'Whiter Shade of Pale'?,1967.0,1967.0,True,0,year,1960.0,20.0,136,27,which,False,0.10122135113537271,False
In which year was the suffix letter first used on British car registration plates?,1963.0,1963.0,True,0,year,1960.0,20.0,82,14,which,False,0.10036436572283298,False
How many chains are there in one mile?,80.0,80.0,True,0,age,,,38,8,quantity,False,-0.30306151723024044,False
In which year did the Berlin Wall come down?,1989.0,1989.0,True,0,year,1980.0,20.0,44,9,which,False,0.10593477090434117,False
What is the minimum age of the President of the USA?,35.0,35.0,True,0,age,,,52,11,what,False,-0.3127026031213123,False
How many legs has a lobster?,10.0,10.0,True,0,age,,,28,6,quantity,False,-0.3180587619496856,False
In which year did the 'Jet Age' become the 'Space Age'?,1957.0,1957.0,True,0,year,1950.0,20.0,55,11,which,False,0.0990788876040234,False
How many spots are there on a traditional six sided die?,21.0,21.0,True,0,age,,,56,11,quantity,False,-0.31570205206520136,False
How many fences are jumped in completing the Grand National?,30.0,30.0,True,0,age,,,60,10,quantity,False,-0.31377383488698696,False
"""How many contestants are there in Channel 4's TV game show, """"Deal or No Deal""""?""",22.0,22.0,True,0,age,,,82,15,quantity,False,-0.3154878057120664,False
Which is the lowest prime number greater than 50?,53.0,53.0,True,0,age,,,49,9,which,False,-0.3088461687648836,False
In which year was the M1 Motorway opened?,1959.0,1959.0,True,0,year,1950.0,20.0,41,8,which,False,0.09950738031029327,False
How many points make 'game' in rubber bridge?,100.0,100.0,True,0,age,,,45,8,quantity,False,-0.2987765901675419,False
In which year did Queen Elizabeth the Queen Mother die?,2002.0,2002.0,True,0,year,2000.0,21.0,55,10,which,False,0.10871997349509527,False
What number Pennsylvania Avenue is the address of the White House?,1600.0,1600.0,True,0,year,1600.0,17.0,66,11,what,False,0.02259293953485335,False
"""What year did the Queen describe as her """"annus horribilis""""?""",1992.0,1992.0,True,0,year,1990.0,20.0,63,10,year,False,0.10657750996374596,False
What is the highest number on the Beaufort scale of wind measurement?,17.0,17.0,True,0,age,,,69,12,what,False,-0.31655903747774106,False
What is the highest number on the Mercalli scale of earthquake measurement?,12.0,12.0,True,0,age,,,75,12,what,False,-0.3176302692434157,False
How many pairs of ribs are in the human body?,12.0,12.0,True,0,age,,,45,10,quantity,False,-0.3176302692434157,False
In cricket what score is known as 'Nelson'?,111.0,111.0,True,0,age,,,43,8,what,False,-0.2964198802830576,False
What is the lowest number greater than 1 that is both a square and a cube of two different whole numbers?,64.0,64.0,True,0,age,,,105,21,area,False,-0.30648945888039936,False
What is the highest number that is a common factor (HCF) of 32 and 48?,16.0,16.0,True,0,age,,,70,15,what,False,-0.316773283830876,False
What year saw the abolition of the death penalty for murder in Britain?,1969.0,1969.0,True,0,year,1960.0,20.0,71,13,year,False,0.10164984384164256,False
In which year were £1 coins introduced?,1983.0,1983.0,True,0,year,1980.0,20.0,39,7,which,False,0.10464929278553159,False
In which year did Rudolf Nureyev defect to the West?,1961.0,1961.0,True,0,year,1960.0,20.0,52,10,which,False,0.09993587301656313,False
In which year was the General Strike in Britain?,1926.0,1926.0,True,0,year,1920.0,20.0,48,9,which,False,0.09243725065684057,False
In which year was construction of the Berlin Wall started?,1961.0,1961.0,True,0,year,1960.0,20.0,58,10,which,False,0.09993587301656313,False
In which year did the liner Queen Mary gain the blue riband on her maiden voyage?,1936.0,1936.0,True,0,year,1930.0,20.0,81,16,which,False,0.09457971418818988,False
In which year was the first English FA cup final held?,1872.0,1872.0,True,0,year,1870.0,19.0,54,11,which,False,0.08086794758755435,False
How many days are there in the religious period of Lent?,40.0,40.0,True,0,age,,,56,11,quantity,False,-0.3116313713556377,False
In which year was the dwarf planet Pluto discovered?,1930.0,1930.0,True,0,year,1930.0,20.0,52,9,which,False,0.0932942360693803,False
"In which year was the Battle of Edgehill, the first battle of the English Civil War?",1642.0,1642.0,True,0,year,1640.0,17.0,84,16,which,False,0.031591286366520414,False
How many chromosomes are in a human body cell?,46.0,46.0,True,0,age,,,46,9,quantity,False,-0.3103458932368281,False
In which year was the Easter Uprising in Ireland?,1916.0,1916.0,True,0,year,1910.0,20.0,49,9,which,False,0.09029478712549127,False
"In which year did the following events all take place; Church of England ordained its first female priests, the Channel Tunnel opened and the National Lottery started?",1994.0,1994.0,True,0,year,1990.0,20.0,167,27,which,False,0.10700600267001582,False
"""In the game of bingo, what number can be called as """"was she worth it""""?""",76.0,76.0,True,0,age,,,74,15,what,False,-0.3039185026427802,False
"In which year did the following events all take place; Ken Livingstone became the Mayor of London, England lost 1-0 to Germany in the last match at the old Wembley Stadium and Judith Keppel won the first £1,000,000 on 'Who Wants to be a Millionaire'?",2000.0,2000.0,True,0,year,2000.0,21.0,250,45,who,False,0.1082914807888254,False
In the game of backgammon with how many pieces does each player begin?,15.0,15.0,True,0,age,,,70,13,quantity,False,-0.31698753018401093,False
In chess how many different opening moves are there?,20.0,20.0,True,0,age,,,52,9,quantity,False,-0.3159162984183363,False
How many lines of poetry are in a sonnet?,14.0,14.0,True,0,age,,,41,9,quantity,False,-0.3172017765371459,False
How many imperial pounds are in an imperial ton?,2240.0,2240.0,True,0,other_numeric,,,48,9,quantity,False,0.15971060554120864,False
"If Strasbourg is 68 and Montpellier is 34, then what number is Paris?",75.0,75.0,True,0,age,,,69,13,what,False,-0.30413274899591514,False
"If Germany is 49 and the United Kingdom is 44, then what number is France?",33.0,33.0,True,0,age,,,74,15,what,False,-0.3131310958275822,False
"""""""The Last Man In Europe"""" was the working title of which novel?""",1984.0,1984.0,True,0,year,1980.0,20.0,66,12,which,False,0.10486353913866653,False
What year did the Good Friday Agreement come into effect?,1998.0,1998.0,True,0,year,1990.0,20.0,57,10,year,False,0.10786298808255554,False
What year did the burning of the Reichstag take place?,1933.0,1933.0,True,0,year,1930.0,20.0,54,10,year,False,0.09393697512878509,False
"In the current series of car registration plates (2 letters, a 2 digit number then 3 letters), which was the first 2 digit number to be used?",51.0,51.0,True,0,age,,,141,27,which,False,-0.30927466147115346,False
In which year was the £1 note introduced; Burnley beat Liverpool 1-0 in the FA Cup Final; Archduke Ferdinand was assassinated?,1914.0,1914.0,True,0,year,1910.0,20.0,126,21,which,False,0.0898662944192214,False
In which year was the BBC granted a Royal Charter of Incorporation; Cardiff City beat Arsenal 1-0 at Wembley; Charles Lindbergh crossed the Atlantic Ocean?,1927.0,1927.0,True,0,year,1920.0,20.0,155,25,which,False,0.0926514970099755,False
How many Parliamentary constituencies are there in the UK?,650.0,650.0,True,0,medium_int,,,58,9,quantity,False,-0.18094109594333027,False
In which year did Mozart die?,1791.0,1791.0,True,0,year,1790.0,18.0,29,6,which,False,0.063513992983625,False
In which year did Beethoven die?,1827.0,1827.0,True,0,year,1820.0,19.0,32,6,which,False,0.07122686169648249,False
Name the year: Chernenko dies; the Achille Lauro is hi-jacked; a Japanese Air Lines 747 crashes killing 520 people.,1985.0,1985.0,True,0,year,1980.0,20.0,115,19,other,False,0.10507778549180145,False
"In contract rubber bridge, how many points are awarded for successfully making a non-vulnerable contract of four Spades?",120.0,120.0,True,0,age,,,120,18,quantity,False,-0.29449166310484326,False
How many cards are there in a Tarot pack?,78.0,78.0,True,0,age,,,41,9,quantity,False,-0.3034900099365103,False
In which year was the Battle of the Little Big Horn?,1876.0,1876.0,True,0,year,1870.0,19.0,52,11,which,False,0.08172493300009406,False
"To within 2 years each way, when did the first Crusade, launched by Urban II take place?",1096.0,1096.0,True,0,year,1090.0,11.0,88,17,when,False,-0.08538722244515144,False
The Order of Merit is limited to how many members?,24.0,24.0,True,0,age,,,50,10,quantity,False,-0.31505931300579654,False
In what year did Harold Macmillan introduce Premium Bonds?,1956.0,1956.0,True,0,year,1950.0,20.0,58,9,year,False,0.09886464125088848,False
"In darts, which score is called 'bed and breakfast'?",26.0,26.0,True,0,age,,,52,9,which,False,-0.3146308202995267,False
"In which year did Lenin die, and Mallory and Irvine disappear on Mount Everest?",1924.0,1924.0,True,0,year,1920.0,20.0,79,14,which,False,0.09200875795057072,False
"If you were celebrating your coral wedding anniversary, for how many years have you been married?",35.0,35.0,True,0,age,,,97,16,age,False,-0.3127026031213123,False
In which year did Frank Sinatra die after a long illness?,1998.0,1998.0,True,0,year,1990.0,20.0,57,11,which,False,0.10786298808255554,False
If you were celebrating your pearl wedding anniversary for how many years have you been married?,30.0,30.0,True,0,age,,,96,16,age,False,-0.31377383488698696,False
In which year was Nelson Mandela released from prison?,1990.0,1990.0,True,0,year,1990.0,20.0,54,9,which,False,0.10614901725747611,False
How many players in a women's lacrosse team?,12.0,12.0,True,0,age,,,44,8,quantity,False,-0.3176302692434157,False
In which year was the National Lottery started?,1994.0,1994.0,True,0,year,1990.0,20.0,47,8,which,False,0.10700600267001582,False
What is the pan-European emergency telephone number?,112.0,112.0,True,0,age,,,52,7,what,False,-0.2962056339299227,False
What number is dialled to hear the Speaking Clock?,123.0,123.0,True,0,medium_int,,,50,9,what,False,-0.29384892404543844,False
What is the three digit landline telephone number available in the UK to contact the police in non-emergency situations?,101.0,101.0,True,0,age,,,120,19,what,False,-0.29856234381440694,False
In UK 999 is the emergency telephone number to contact the police etc. what is the European equivalent?,112.0,112.0,True,0,age,,,103,18,what,False,-0.2962056339299227,False
"In the Lotto Thunderball draw, you choose 1 Thunderball from how many?",14.0,14.0,True,0,age,,,70,12,quantity,False,-0.3172017765371459,False
In the Euro Millions draw you choose 2 lucky star numbers from how many?,11.0,11.0,True,0,age,,,72,14,quantity,False,-0.31784451559655064,False
In what year was the 50 pence piece introduced?,1969.0,1969.0,True,0,year,1960.0,20.0,47,9,year,False,0.10164984384164256,False
In what year was the pound coin introduced?,1983.0,1983.0,True,0,year,1980.0,20.0,43,8,year,False,0.10464929278553159,False
In what year did the 9/11 attacks in the USA take place?,2001.0,2001.0,True,0,year,2000.0,21.0,56,12,year,False,0.10850572714196033,False
In what year did the 7/7 attacks in London take place?,2005.0,2005.0,True,0,year,2000.0,21.0,54,11,year,False,0.10936271255450006,False
In which year did the Peterloo Massacre take place?,1819.0,1819.0,True,0,year,1810.0,19.0,51,9,which,False,0.06951289087140305,False
How many points are awarded to a driver for winning a Formula One Grand Prix?,25.0,25.0,True,0,age,,,77,15,quantity,False,-0.3148450666526616,False
How is the number 2 written when expressed as a binary number?,10.0,10.0,True,0,age,,,62,12,when,False,-0.3180587619496856,False
The Six-Day War took place in which year?,1967.0,1967.0,True,0,year,1960.0,20.0,41,8,which,False,0.10122135113537271,False
In which year did George the Fourth become king of the United Kingdom?,1820.0,1820.0,True,0,year,1820.0,19.0,70,13,which,False,0.06972713722453798,False
In which year did men first walk on the moon?,1969.0,1969.0,True,0,year,1960.0,20.0,45,10,which,False,0.10164984384164256,False
Which year was National Service abolished in the UK?,1960.0,1960.0,True,0,year,1960.0,20.0,52,9,which,False,0.0997216266634282,False
In which year did Elvis Presley get married?,1967.0,1967.0,True,0,year,1960.0,20.0,44,8,which,False,0.10122135113537271,False
In what year (5 years either way) was the British Open Golf Championship first held?,1860.0,1860.0,True,0,year,1860.0,19.0,84,15,year,False,0.07829699134993519,False
In what year (5 years either way) was the US Open Golf Championship first held?,1895.0,1895.0,True,0,year,1890.0,19.0,79,15,year,False,0.08579561370965774,False
In what year did Yasir Arafat die?,2004.0,2004.0,True,0,year,2000.0,21.0,34,7,year,False,0.10914846620136512,False
How many test centuries did Don Bradman score?,29.0,29.0,True,0,age,,,46,8,quantity,False,-0.3139880812401219,False
In which year between the World Wars did Britain go off the Gold Standard?,1931.0,1931.0,True,0,year,1930.0,20.0,74,14,which,False,0.09350848242251522,False
In which year did Dr Who first appear on our television screens played by William Hartnell?,1963.0,1963.0,True,0,year,1960.0,20.0,91,16,who,False,0.10036436572283298,False
In which year did the pound note cease to be legal tender in England?,1988.0,1988.0,True,0,year,1980.0,20.0,69,14,which,False,0.10572052455120624,False
In what year did the farthing cease to be legal tender in England?,1960.0,1960.0,True,0,year,1960.0,20.0,66,13,year,False,0.0997216266634282,False
How many years are there in a Platinum Anniversary?,70.0,70.0,True,0,age,,,51,9,age,False,-0.3052039807615898,False
"What number is on the film star Beetle car, Herbie?",53.0,53.0,True,0,age,,,51,10,what,False,-0.3088461687648836,False
How old was the Queen Mother when she died in March 2002?,101.0,101.0,True,0,age,,,57,12,age,False,-0.29856234381440694,False
How many spoons are there in a full set of Apostle spoons?,13.0,13.0,True,0,age,,,58,12,quantity,False,-0.31741602289028076,False
A standard (Double 6) set of Dominoes contains how many dominoes?,28.0,28.0,True,0,age,,,65,11,quantity,False,-0.31420232759325684,False
How many squares are there on a standard Scrabble board?,225.0,225.0,True,0,medium_int,,,56,10,quantity,False,-0.2719957960256756,False
How many astronauts have walked on the Moon?,12.0,12.0,True,0,age,,,44,8,quantity,False,-0.3176302692434157,False
In what year did the last Moonwalk take place?,1972.0,1972.0,True,0,year,1970.0,20.0,46,9,year,False,0.10229258290104735,False
"To within 1 year either side, in which year did the half crown cease to be legal tender in the U",1970.0,1970.0,True,0,year,1970.0,20.0,96,21,which,False,0.1018640901947775,False
To within 1 year either side - in which year did the sixpence cease to be legal tender in the UK?,1980.0,1980.0,True,0,year,1980.0,20.0,97,21,which,False,0.1040065537261268,False
In what year was the old age pension introduced in the UK?,1909.0,1909.0,True,0,year,1900.0,20.0,58,12,year,False,0.08879506265354677,False
"To within 1 year either side, in what year did the UK first win the Eurovision Song Contest?",1967.0,1967.0,True,0,year,1960.0,20.0,92,18,year,False,0.10122135113537271,False
"""To within a year, either way, in which year was """"The Sky at Night"""" first broadcast on TV?""",1957.0,1957.0,True,0,year,1950.0,20.0,93,18,which,False,0.0990788876040234,False
"In which year in the 1950'S did the UK Top 20 see hits like 'Volare' by Dean Martin, 'Stupid Cupid' by Connie Francis and 'Hello my Darlings' by Charlie Drake?",1958.0,1958.0,True,0,year,1950.0,20.0,159,30,which,False,0.09929313395715834,False
Within a year either way when was the radio programme 'The Archers' first broadcast throughout the UK?,1951.0,1951.0,True,0,year,1950.0,20.0,102,17,when,False,0.09779340948521383,False
To within 10 how many stations are served by the London Underground?,270.0,270.0,True,0,medium_int,,,68,12,quantity,False,-0.2623547101346037,False
"Name the year; Minimum wage introduced (£3.60 for over 21s), Prince Edward married Sophie Rhys-Jones, total eclipse of the sun in Cornwall?",1999.0,1999.0,True,0,year,1990.0,20.0,139,22,other,False,0.10807723443569048,False
State of Israel is proclaimed.,1948.0,1948.0,True,0,year,1940.0,20.0,30,5,other,False,0.09715067042580904,False
"Treaty of Rome signed, establishing the EEC.",1957.0,1957.0,True,0,year,1950.0,20.0,44,7,other,False,0.0990788876040234,False
Fall of the Berlin Wall.,1989.0,1989.0,True,0,year,1980.0,20.0,24,5,other,False,0.10593477090434117,False
In which year did the Battle of Vitoria take place during the Peninsular War?,1813.0,1813.0,True,0,year,1810.0,19.0,77,14,which,False,0.06822741275259347,False
What is the maximum number of letters and spaces that can be in the name of a racehorse?,18.0,18.0,True,0,age,,,88,18,what,False,-0.3163447911246061,False
In which year was Marie Antoinette executed?,1793.0,1793.0,True,0,year,1790.0,18.0,44,7,which,False,0.06394248568989487,False
In which year was the first bikini worn in Britain?,1950.0,1950.0,True,0,year,1950.0,20.0,51,10,which,False,0.0975791631320789,False
In which year did Queen Elizabeth make her first Christmas speech?,1957.0,1957.0,True,0,year,1950.0,20.0,66,11,which,False,0.0990788876040234,False
How many naturally-occurring elements are there in the periodic table?,92.0,92.0,True,0,age,,,70,10,quantity,False,-0.3004905609926213,False
How old was Elvis Presley when he died in 1977?,42.0,42.0,True,0,age,,,47,10,age,False,-0.3112028786493678,False
How old was Jimi Hendrix when he died in 1970?,27.0,27.0,True,0,age,,,46,10,age,False,-0.3144165739463918,False
In which year was the Lusitania sunk?,1915.0,1915.0,True,0,year,1910.0,20.0,37,7,which,False,0.09008054077235635,False
"Name the year; the Profumo Affair, first female astronaut and first limited overs cricket final at Lords.",1963.0,1963.0,True,0,year,1960.0,20.0,105,17,other,False,0.10036436572283298,False
"Name the year; first nuclear power station opened at Calder Hall, Nasser elected President of Egypt, Devon Loch falls at the end of the Grand National?",1956.0,1956.0,True,0,year,1950.0,20.0,151,26,other,False,0.09886464125088848,False
What is the maximum number of characters in a single SMS (text) message?,160.0,160.0,True,0,medium_int,,,72,13,what,False,-0.285921808979446,False
How-many possible moves can be chosen from to start a game of chess?,20.0,20.0,True,0,age,,,68,13,other,False,-0.3159162984183363,False
In which year was the Battle of Quebec (where the Heights of Abraham were scaled)?,1759.0,1759.0,True,0,year,1750.0,18.0,82,15,where,False,0.05665810968330724,False
In which year was the Battle of Balaclava (including the Charge of the Light Brigade)?,1854.0,1854.0,True,0,year,1850.0,19.0,86,15,which,False,0.07701151323112561,False
How many 'syllables' should a Japanese Haiku poem contain?,17.0,17.0,True,0,age,,,58,9,quantity,False,-0.31655903747774106,False
What is the maximum possible score in a game of ten pin bowling?,300.0,300.0,True,0,medium_int,,,64,13,what,False,-0.2559273195405558,False
In what year did Concorde commence commercial service?,1976.0,1976.0,True,0,year,1970.0,20.0,54,8,year,False,0.10314956831358708,False
How many years of marriage are celebrated on your Sapphire anniversary?,45.0,45.0,True,0,age,,,71,11,age,False,-0.31056013958996304,False
In what year was decimal coinage introduced in the UK?,1971.0,1971.0,True,0,year,1970.0,20.0,54,10,year,False,0.10207833654791243,False
Which book opens with the line 'It was a bright cold day in April and the clocks were striking thirteen'?,1984.0,1984.0,True,0,year,1980.0,20.0,105,20,which,False,0.10486353913866653,False
In what year did the Relief of Mafeking take place during the Boer War?,1900.0,1900.0,True,0,year,1900.0,20.0,71,14,year,False,0.0868668454753324,False
In which year did Sir Francis Drake defeat the Spanish Armada?,1588.0,1588.0,True,0,year,1580.0,16.0,62,11,which,False,0.020021983297234185,False
"In which year did China resume sovereignty over Hong Kong, Princess Diana die and Tony Blair become Prime Minister?",1997.0,1997.0,True,0,year,1990.0,20.0,115,19,which,False,0.10764874172942061,False
