question,answer_true,answer_model,confidence_verbalized,prob_all_tokens.n_tokens,prob_all_tokens.logprob_sum,prob_all_tokens.logprob_avg,prob_all_tokens.prob_joint,prob_all_tokens.prob_geo_mean,prob_all_tokens.perplexity,prob_all_tokens.p_min,prob_all_tokens.frac_p_gt_0_1,prob_all_tokens.frac_p_gt_0_01,prob_tokens_only.n_tokens,prob_tokens_only.logprob_sum,prob_tokens_only.logprob_avg,prob_tokens_only.prob_joint,prob_tokens_only.prob_geo_mean,prob_tokens_only.perplexity,prob_tokens_only.p_min,prob_tokens_only.frac_p_gt_0_1,prob_tokens_only.frac_p_gt_0_01,judge_confidence,abs_error,rel_error,log_error,qid,model_answer_raw,parse_error,model,logprobs_k,judge,is_correct,log1p_abs_error
How many sides does a dodecahedron have?,12.0,12.0,1.0,26.0,-0.01674762883997,-0.000644139570768077,0.9833918330585129,0.9993560678425885,1.0006443470732125,0.9854198957936902,1.0,1.0,2.0,5.2992253e-07,2.64961265e-07,1.0,1.0,0.9999997350387702,0.9999997783452546,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
The first Winter Olympic Games were held in what year?,1924.0,1924.0,0.99,29.0,-2.43460406278513,-0.08395186423397001,0.08763243712314538,0.9194755146881508,1.0875765412188925,0.09972169728143057,0.9655172413793104,1.0,4.0,3.7737189799999998e-06,9.434297449999999e-07,1.0,1.0,0.9999990565707,1.0000001331791388,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"In what year was the German Empire, including all the German states except Austria, with the King of Prussia as emperor, founded?",1871.0,1871.0,0.98,29.0,-2.46158860130667,-0.08488236556229897,0.08529933663964862,0.9186203394329262,1.0885890036109045,0.13829613322912712,1.0,1.0,4.0,-3.9348379e-06,-9.83709475e-07,0.9999960651698415,0.9999990162910088,1.0000009837099588,0.9999968111565843,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
When was the first trans-Atlantic telephone cable service opened?,1956.0,1956.0,0.95,29.0,-0.25380010075367,-0.008751727612195517,0.7758468777523314,0.9912864572801176,1.0087901359449523,0.795611935682575,1.0,1.0,4.0,5.16744326e-06,1.291860815e-06,1.0,1.0,0.9999987081400195,0.9999997466802921,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How old was Kurt Cobain when he died?,27.0,27.0,1.0,26.0,-0.25217356141259,-0.009698983131253463,0.7771098500802923,0.9903479003093069,1.0097461707019104,0.7796111650034196,1.0,1.0,2.0,2.82796095e-06,1.413980475e-06,1.0,1.0,0.9999985860205247,1.0000006705524749,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"How many fence posts are required to surround a field that is 12 metres square, if a post must be provided every metre?",48.0,48.0,1.0,26.0,-0.039899385406820996,-0.0015345917464161922,0.9608861134542154,0.9984665851374088,1.0015357698348815,0.9633517134691725,1.0,1.0,2.0,1.5855766999999999e-06,7.927883499999999e-07,1.0,1.0,0.9999992072119642,0.9999985601763366,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,1,0.0
How old was the oldest person to win an Olympic Medal?,72.0,72.0,0.9,26.0,-0.8813975275114301,-0.03389990490428577,0.41420364601536724,0.9666682585469931,1.0344810550654762,0.43165695147733046,1.0,1.0,2.0,-0.0013686991461,-0.00068434957305,0.9986322370953833,0.9993158845407109,1.0006845837936456,0.9986309052664937,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
"What is the next in the series 4, 16, 64, 256",1024.0,1024.0,1.0,28.0,-0.02690793914593,-0.0009609978266403571,0.9734508541163928,0.9990394637838903,1.0009614597330037,0.9856264599727336,1.0,1.0,4.0,5.631707599999999e-06,1.4079268999999999e-06,1.0,1.0,0.9999985920740911,0.9999993480744125,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
A century covers how many years?,100.0,100.0,1.0,27.0,-0.06063611578956,-0.00224578206628,0.9411656527933462,0.9977567378155432,1.0022483057236657,0.9478161738224279,1.0,1.0,3.0,1.4025719e-06,4.675239666666667e-07,1.0,1.0,0.9999995324761426,0.9999967441016004,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,1,0.0
"""According to the traditions of the Roman Catholic Church, how many """"stations"""" are there in """"The Stations of the Cross""""?""",14.0,14.0,1.0,26.0,-0.14691628410212998,-0.005650626311620384,0.8633662518719829,0.9943653084493155,1.0056666212133563,0.8674820491480018,1.0,1.0,2.0,-1.1641531999999999e-06,-5.820765999999999e-07,0.9999988358474776,0.9999994179235694,1.0000005820767695,0.9999970607503196,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"An aircraft flying at 40,000 feet can be heard to break the sound barrier when it achieves a speed of how many miles per hour?",600.0,761.2,0.95,30.0,-0.98080532986449,-0.032693510995483,0.37500897128752386,0.9678351449667492,1.0332338159040049,0.5042568891850966,1.0,1.0,5.0,-0.0317915199683,-0.00635830399366,0.968708517411142,0.9936618672469087,1.0063785609189695,0.9717857992004013,1.0,1.0,0.95,161.20000000000005,0.2686666666666667,0.2376140539045526,,,,,,,0,5.088830141681313
In what year was the Irish parliament abolished and the United Kingdom of Great Britain and Ireland come into being?,1800.0,1801.0,0.98,29.0,-1.69819995209385,-0.058558619037718966,0.18301265928841856,0.9431229538192558,1.060307138057043,0.18400410717849863,1.0,1.0,4.0,-0.00441777334363,-0.0011044433359075,0.9955919706628096,0.9988961663371632,1.001105053458043,0.9955890146985154,1.0,1.0,0.95,1.0,0.0005555555555555556,0.0005550929923270331,,,,,,,0,0.6931471805599453
The Empire State Building has how many stories above ground?,102.0,102.0,0.99,28.0,-0.48664532061339,-0.017380190021906786,0.6146850103887357,0.9827699742608899,1.0175321043482919,0.6155512199526831,1.0,1.0,3.0,1.32154673e-06,4.405155766666667e-07,1.0,1.0,0.9999995594845204,1.0000001778826257,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year was the first demonstration of a helicopter lifting itself organised by Louis Breguet and Professor Richet?,1907.0,1907.0,0.95,29.0,-1.02025701978233,-0.03518127654421827,0.36050227204932633,0.9654303905091396,1.0358074593784328,0.3608551672155278,1.0,1.0,4.0,3.75928348e-06,9.3982087e-07,1.0,1.0,0.9999990601795716,1.0000001722946947,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year was the longest Tour de France held?,1926.0,1926.0,0.95,29.0,-0.10206673654225,-0.003519542639387931,0.9029692886099453,0.9964866436909946,1.0035257435021827,0.9033249990165524,1.0,1.0,4.0,-6.840562999999996e-07,-1.710140749999999e-07,0.999999315943934,0.9999998289859396,1.0000001710140896,0.9999975804269272,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
"Of the 37 venues used to host events at the 2008 Summer Olympics, how many new ones were constructed for use at the Games?",12.0,12.0,0.95,27.0,-0.88131746202783,-0.032641387482512225,0.41423681075825225,0.9678855932492408,1.0331799615313515,0.45286107873090553,1.0,1.0,2.0,-0.792207658413,-0.3961038292065,0.45284396615276146,0.6729368218137283,1.486023602193081,0.45286107873090553,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
"""In 2008 there were 193 members of the United Nations. How many """"nations"""" were represented at the 2008 Summer Olympics?""",204.0,204.0,0.9,27.0,-0.5915260353482079,-0.021908371679563256,0.5534820068295462,0.9783298736675866,1.0221501222805105,0.5981235745351966,1.0,1.0,3.0,-2.5883782700000002e-06,-8.627927566666667e-07,0.9999974116250798,0.9999991372076156,1.000000862793129,0.9999969669197998,1.0,1.0,0.6,0.0,0.0,0.0,,,,,,,1,0.0
What does MIX in Roman numerals mean?,1009.0,1009.0,0.95,29.0,-0.609740534646696,-0.021025535677472274,0.5434918680911011,0.979193959869063,1.0212481295674243,0.5594321094825716,1.0,1.0,4.0,-0.00226300531997,-0.0005657513299925,0.9977395533461135,0.999434408677115,1.000565911397461,0.9981018052547187,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
When did the Marylebone Cricket Club (MCC) first lay down the laws of cricket?,1788.0,1744.0,0.8,28.0,-4.727233082143782,-0.16882975293370647,0.00885092697823787,0.844652690788639,1.1839185631035114,0.06472625265734659,0.9642857142857143,1.0,4.0,-0.019034894878568,-0.004758723719642,0.981145124705468,0.9952525810668504,1.004770064427324,0.9811417867362894,1.0,1.0,0.9,44.0,0.024608501118568233,0.02490224887219128,,,,,,,0,3.8066624897703196
"Theoretically, what is the minimum number of strokes with which a tennis player can win a set?",12.0,24.0,0.95,27.0,-0.4374476206771,-0.016201763728781484,0.6456823459462517,0.9839287788874718,1.0163337240025645,0.6471330915463236,1.0,1.0,2.0,-7.33963671e-05,-3.669818355e-05,0.9999266063263474,0.9999633024898201,1.0000366988569365,0.9999258033527074,1.0,1.0,0.95,12.0,1.0,0.6539264674066638,,,,,,,0,2.5649493574615367
What is the number of points required to win a game of Canasta?,5000.0,5000.0,1.0,28.0,-1.23366854474936,-0.044059590883905715,0.29122225374574523,0.956896933439937,1.0450446281660788,0.2932474462284078,1.0,1.0,4.0,1.620356999999998e-07,4.050892499999995e-08,1.0,1.0,0.9999999594910758,0.9999973550474979,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"When was the revolver, a hand gun with a rifled barrel and a revolving cartridge cylinder, invented?",1835.0,1818.0,0.6,28.0,-0.08368593686267,-0.002988783459381071,0.9197200609090723,0.9970156785075113,1.0029932543257054,0.9312407753517309,1.0,1.0,4.0,-0.0101141228787,-0.002528530719675,0.989936852859059,0.9974746633214809,1.0025317301495258,0.9923860629955057,1.0,1.0,0.8,17.0,0.009264305177111716,0.00930239266231414,,,,,,,0,2.8903717578961645
In what year did competition for the Davis Cup begin?,1900.0,1900.0,1.0,28.0,-1.083353455982653,-0.03869119485652332,0.3384586143542114,0.9620477485733844,1.0394494467482458,0.33893897586617516,1.0,1.0,4.0,4.5420602000000006e-06,1.1355150500000001e-06,1.0,1.0,0.9999988644855947,0.9999975245476639,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many ways can a batsman be dismissed in cricket?,10.0,10.0,0.95,27.0,-0.47386498803278604,-0.01755055511232541,0.6225913041703193,0.9826025588266419,1.017705471064652,0.6965054645948626,1.0,1.0,2.0,-0.36167799807830003,-0.18083899903915002,0.696506608203238,0.8345697144057157,1.198222248829248,0.6965054645948626,1.0,1.0,0.6,0.0,0.0,0.0,,,,,,,1,0.0
"What is the maximum number of people that make up the supreme council of the Roman Catholic Church, the College of Cardinals?",70.0,120.0,0.95,28.0,-0.074950773703087,-0.0026768133465388216,0.9277891568289556,0.997326766123737,1.0026803992102338,0.9290133871428046,1.0,1.0,3.0,-7.035257280000001e-05,-2.3450857600000005e-05,0.9999296499018843,0.9999765494173692,1.0000234511325734,0.9999381993437393,1.0,1.0,0.95,50.0,0.7142857142857143,0.5331106685554259,,,,,,,0,3.9318256327243257
"What was the first year that the Show Jumping World Championships were held, in Paris?",1953.0,1978.0,0.9,28.0,-1.9614223312647099,-0.07005079754516821,0.1406582159976839,0.9323464577917168,1.0725626634207654,0.3069508628710073,1.0,1.0,4.0,-1.18266099885505,-0.2956652497137625,0.30646215717250097,0.744036452752834,1.3440201703829637,0.3069508628710073,1.0,1.0,0.9,25.0,0.012800819252432157,0.012713112999837684,,,,,,,0,3.258096538021482
Carl Lewis won 9 Olympic gold medals. He won his first in what year?,1984.0,1984.0,0.95,29.0,-1.56361407056846,-0.05391772657132621,0.20937799530549134,0.9475100581962684,1.0553977673900943,0.20947635708457768,1.0,1.0,4.0,8.8815577e-06,2.220389425e-06,1.0,1.0,0.99999777961304,1.000001150649662,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
What is the dividend of 22 divided by 7?,22.0,22.0,1.0,26.0,-0.02566342119001,-0.0009870546611542308,0.9746630853488528,0.99901343231706,1.0009875419599232,0.9797054732382087,1.0,1.0,2.0,3.5776757e-06,1.78883785e-06,1.0,1.0,0.99999821116375,1.0000016312128304,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,1,0.0
"What is the next in this series: 3.1, 95, 98, 98SE, ...",2000.0,2000.0,0.9,28.0,-1.081319435642526,-0.03861855127294735,0.33914774667708786,0.9621176377078798,1.039373940158056,0.41194391810594666,1.0,1.0,4.0,1.4263205e-06,3.56580125e-07,1.0,1.0,0.9999996434199385,0.9999979976585047,1.0,1.0,0.1,0.0,0.0,0.0,,,,,,,1,0.0
"If you have played 50 games and won 30, giving a 60% success rate, how many more games would you have to play to achieve a 75% success rate, assuming that you win them all?",30.0,20.0,0.95,29.0,-0.49635064855556,-0.017115539605364136,0.6087481469859474,0.9830300991635073,1.0172628496837817,0.8284266496099,1.0,1.0,4.0,-0.24405552363826,-0.061013880909565,0.7834441333865512,0.9408101803843401,1.0629136682932998,0.8284266496099,1.0,1.0,0.95,10.0,0.3333333333333333,0.38946476676172326,,,,,,,0,2.3978952727983707
The world's oldest emergency call service was introduced first in the London area in 1937. What telephone number was used?,999.0,999.0,0.99,28.0,-0.34006654016712,-0.012145233577397144,0.7117229630220621,0.9879282220924378,1.0122192864194062,0.8249280158247712,1.0,1.0,3.0,1.7806887300000002e-06,5.9356291e-07,1.0,1.0,0.9999994064372661,0.9999998938292356,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"On May 21, 2009, Apa Sherpa set a new record for the most ascents of Mt Everest. How many times had he reached the top?",19.0,19.0,0.95,27.0,-0.20421766290312798,-0.007563617144560296,0.8152848945959241,0.9924649150268028,1.0075922935502397,0.8160961908678032,1.0,1.0,2.0,6.2166e-06,3.1083e-06,1.0,1.0,0.9999968917048307,1.0000023935018645,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"In which year did the South African government lift the ban on the African National Congress, the Pan Africanist Congress, the South African Communist Party and the United Democratic Front, and release Nelson Mandela from prison?",1990.0,1990.0,0.95,29.0,-0.48144134523106696,-0.016601425697622997,0.6178921537604449,0.9835356185453532,1.0167399951198488,0.6239659121934371,1.0,1.0,4.0,9.8973979e-06,2.474349475e-06,1.0,1.0,0.9999975256535862,1.000001044013145,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
Roughly how many days does it take the moon to orbit the earth?,27.0,27.3,0.95,29.0,-0.058503338052964,-0.0020173564845849656,0.9431750920260004,0.9979846770113494,1.0020193927172167,0.9499909963108398,1.0,1.0,4.0,-2.37135682e-05,-5.92839205e-06,0.9999762867129645,0.9999940716255229,1.000005928409623,0.9999674749029525,1.0,1.0,0.95,0.3000000000000007,0.011111111111111138,0.010657294473988,,,,,,,0,0.2623642644674916
What number do you get if you add all of the 7 Roman numerals?,1666.0,28.0,0.95,27.0,-1.8177925963302541,-0.06732565171593534,0.16238380220754564,0.934890702997621,1.0696437527869445,0.29511528570038364,1.0,1.0,2.0,-0.002266210943,-0.0011331054715,0.9977363549743498,0.9988675362501025,1.0011337476780444,0.9977726739800044,1.0,1.0,0.95,1638.0,0.9831932773109243,4.0514850527643205,,,,,,,0,7.40184157874383
"Until September 2004, how many members were there in the French upper house, the Senate?",321.0,321.0,0.95,28.0,-0.07085091967196999,-0.0025303899882846426,0.9316007651233766,0.9974728087498747,1.0025335941270346,0.9319478227849834,1.0,1.0,3.0,4.527159e-06,1.509053e-06,1.0,1.0,0.9999984909481386,1.0000013010584463,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
In what year did Canada win a gold medal for the first time at an Olympic Games that they hosted?,2010.0,1976.0,0.9,28.0,-0.87362980544906,-0.03120106448032357,0.4174335932404315,0.9692806655688839,1.031692919834614,0.4176745659683604,1.0,1.0,4.0,-6.47590508e-05,-1.61897627e-05,0.9999352430460221,0.9999838103683535,1.000016189893755,0.9999318849199375,1.0,1.0,0.9,34.0,0.01691542288557214,0.017051566602034995,,,,,,,0,3.5553480614894135
What is the difference between the sum of the prime numbers between 0 and 10 and the product of those numbers?,193.0,-17.0,0.95,27.0,-0.39249293952189,-0.014536775537847779,0.6753711147787229,0.9855683732589007,1.0146429483054324,0.7650938828543417,1.0,1.0,3.0,-0.00477334744,-0.0015911158133333333,0.9952380268778378,0.9984101493403414,1.0015923823097241,0.9961030552735017,1.0,1.0,,210.0,1.0880829015544042,2.3774864011671637,,,,,,,0,5.351858133476067
"In what year was the Married Womens Property Act passed into British law, that recognised husband and wife as separate legal entities, and gave married women the legal right to sue and be sued, be liable for their own debts, hold stock in their own names and to own, buy and sell separate property?",1882.0,1882.0,0.95,29.0,-0.14017470797087,-0.0048336106196851724,0.869206364852424,0.9951780524769368,1.004845311360175,0.892495087094068,1.0,1.0,4.0,-0.02567136558003,-0.0064178413950075,0.9746553422759218,0.9936027089625974,1.00643847986695,0.9746525524069991,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many different people were Prime Minister of Canada in the first 100 years after the first was appointed in 1867?,14.0,8.0,0.95,26.0,-0.52645147088793,-0.020248133495689616,0.5906973618103384,0.9799554833565114,1.020454517561178,0.7434063717971604,1.0,1.0,1.0,-0.29651245,-0.29651245,0.7434063717971604,0.7434063717971604,1.3451593071263743,0.7434063717971604,1.0,1.0,0.9,6.0,0.42857142857142855,0.5108256237659905,,,,,,,0,1.9459101490553132
When was the first Super Bowl for American football held?,1967.0,1967.0,0.98,29.0,-0.55602813473362,-0.019173383956331724,0.5734823408758432,0.9810092562303622,1.0193583736840688,0.5746276345787721,1.0,1.0,4.0,4.6628992999999994e-06,1.1657248249999999e-06,1.0,1.0,0.9999988342758545,0.9999971445690767,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"This is an extract from the lyrics of which song written by Lily Allen and Gregory Kurstin: It's sad but it's true how society says her life is already over, There's nothing to do and there's nothing to say, 'Til the man of her dreams comes along, Picks her up and puts her over his shoulder, It seems so unlikely in this day and age?",22.0,2009.0,0.9,28.0,-4.02710329943224,-0.14382511783686572,0.017825891508466432,0.8660391896234453,1.1546821575531714,0.07190445896320251,0.9642857142857143,1.0,4.0,-3.0385784441259998,-0.7596446110314999,0.04790293781812884,0.4678326600359486,2.1375164357340064,0.07190445896320251,0.75,1.0,0.1,1987.0,90.31818181818181,4.470395785123972,,,,,,,0,7.59488438721652
When did homosexuality between consenting adults cease to be illegal in all of the United Kingdom?,1982.0,2003.0,0.95,29.0,-0.267318232224152,-0.009217870076694896,0.7654294483872812,0.9908244842488849,1.0092604854815137,0.8007145679910955,1.0,1.0,4.0,-0.044600030924169996,-0.011150007731042499,0.9563799277405741,0.9889119232146041,1.011212400745814,0.9564604974631309,1.0,1.0,0.95,21.0,0.010595358224016145,0.010534333684959485,,,,,,,0,3.091042453358316
"The Dow Jones Industrial Average is a stock market index that shows how stocks of large, publicly-owned companies based in the USA have traded during a standard stock market trading session. How many company's stocks does it track?",30.0,30.0,1.0,26.0,-0.42630094214396,-0.016396190082460002,0.65291982146058,0.9837374957985526,1.016531345273412,0.6620279522459857,1.0,1.0,2.0,1.77230686e-06,8.8615343e-07,1.0,1.0,0.9999991138469626,0.9999996973202058,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
When did homosexuality between consenting adults cease to be illegal in England and Wales?,1967.0,1967.0,0.95,29.0,-0.7294094574800699,-0.025152050257933444,0.48219366188671425,0.9751616271783042,1.0254710318058426,0.48719433028510883,1.0,1.0,4.0,6.878865e-06,1.71971625e-06,1.0,1.0,0.9999982802852287,1.000000161118813,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"In the Republican calendar, introduced after the French Revolution, how many days were there in a week?",10.0,10.0,1.0,26.0,-0.03003658509864,-0.0011552532730246155,0.9704100303523865,0.9988454137751432,1.00115592083513,0.9823331721447768,1.0,1.0,2.0,2.5127084e-06,1.2563542e-06,1.0,1.0,0.9999987436465892,1.0000009965156966,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many points can you get in Pontoon without going bust?,21.0,21.0,0.99,27.0,-0.9578230939743639,-0.035474929406457925,0.38372731571380286,0.9651469307330977,1.0361116718678565,0.47525611537270773,1.0,1.0,2.0,-6.021140179999999e-05,-3.0105700899999997e-05,0.9999397904108701,0.999969894752272,1.000030106154081,0.999937872934966,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many US states lie north of the Tropic of Cancer?,49.0,49.0,0.9,26.0,-1.7087633604355,-0.06572166770905769,0.18108959676614822,0.9363914560035608,1.0679294365498753,0.18181938041093712,1.0,1.0,2.0,-0.00237883441,-0.001189417205,0.9976239927743297,0.9988112898712798,1.0011901248421746,0.997793336469589,1.0,1.0,0.1,0.0,0.0,0.0,,,,,,,1,0.0
When did the USA officially enter World War II?,1941.0,1941.0,0.99,29.0,-0.063331721206661,-0.0021838524554021036,0.938632057881524,0.997818530415443,1.0021862387979994,0.9433080778203131,1.0,1.0,4.0,-4.8307702e-06,-1.20769255e-06,0.9999951692414681,0.9999987923081792,1.0000012076932792,0.9999970421238745,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"The Super Bowl, the championship game of the National Football League, was first played as part of a merger agreement between the NFL and its rival, the American Football League, in what year?",1967.0,1967.0,0.99,29.0,-0.48425072190918,-0.016698300755488966,0.6161586980592132,0.9834403430903755,1.0168384966368038,0.6905660191905612,1.0,1.0,4.0,6.4057094e-06,1.60142735e-06,1.0,1.0,0.9999983985739322,1.000001102759308,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"How many members are there in the US upper house, the Senate?",100.0,100.0,1.0,27.0,-0.027499056980550003,-0.0010184835918722224,0.9728755999936346,0.9989820348865057,1.0010190024224108,0.9817289372941502,1.0,1.0,3.0,2.1664892e-06,7.221630666666667e-07,1.0,1.0,0.9999992778371941,0.9999985229234909,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many countries border Brazil?,10.0,10.0,0.95,27.0,-0.07133458242849999,-0.0026420215714259257,0.9311502934762924,0.997361465495921,1.0026455147861233,0.9313795359081123,1.0,1.0,2.0,1.8310966e-06,9.155483e-07,1.0,1.0,0.9999990844521192,1.0000008298087444,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
Yuri Gagarin became the first man in space in what year?,1961.0,1961.0,0.99,29.0,-1.1021309927017007,-0.03800451698971381,0.33216249311694035,0.9627085923365694,1.0387359248273889,0.33238877038837217,1.0,1.0,4.0,5.28921378e-06,1.322303445e-06,1.0,1.0,0.9999986776974292,0.9999981634335865,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"What is the next number in the sequence 1, 7, 10, 13, 19, 23, 28, 31, 32, 44, 49, 68, 70, 79, 82, 86, 91, 94, 97, 100, 103, 109, 129, 130 ... ?",133.0,133.0,0.6,27.0,-0.9126538498775301,-0.03380199443990852,0.4014574013906803,0.9667629101187003,1.0343797735033287,0.41311395664551603,1.0,1.0,3.0,-0.01504322216,-0.005014407386666667,0.985069361857349,0.9949981437664247,1.0050270005677011,0.9882871280693036,1.0,1.0,0.7,0.0,0.0,0.0,,,,,,,1,0.0
"Until the year 2000, how many US presidents had previously served as vice president?",14.0,13.0,0.95,27.0,-0.41229617146743003,-0.01527022857286778,0.6621281435452292,0.9848457701744209,1.0153874142373533,0.8005413041001321,1.0,1.0,2.0,-0.222463347701,-0.1112316738505,0.8005443480033191,0.8947314390381725,1.1176538080242158,0.8005413041001321,1.0,1.0,0.95,1.0,0.07142857142857142,0.06899287148695166,,,,,,,0,0.6931471805599453
The internal angles of a rectangle add up to how many degrees?,360.0,360.0,1.0,27.0,-0.042116510006815,-0.0015598707409931482,0.9587580691556907,0.998441345225039,1.001561087972183,0.9775415310670981,1.0,1.0,3.0,6.0796738e-06,2.0265579333333333e-06,1.0,1.0,0.9999979734441201,1.0000014114203961,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"""World War I flying ace Baron von Richtofen, the Red Baron, was credited with how many """"kills"""" before he himself was killed?""",80.0,80.0,0.95,27.0,-0.8151157216596301,-0.03018947117257889,0.4425881073674598,0.9702616795134126,1.0306497938798338,0.4428316959381364,1.0,1.0,2.0,3.4021214e-06,1.7010607e-06,1.0,1.0,0.9999982989407468,1.0000011660165797,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year did Germany officially reunify?,1990.0,1990.0,0.99,29.0,-1.485624334226378,-0.051228425318150965,0.22636097164818325,0.950061627614771,1.0525632979311084,0.22651615774066622,1.0,1.0,4.0,5.79899643e-06,1.4497491075e-06,1.0,1.0,0.9999985502519434,1.0000002197921543,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many coronations had been held at Westminster Abbey before that of Queen Elizabeth II?,37.0,38.0,0.9,26.0,-1.10544818630569,-0.04251723793483423,0.3310624713206202,0.9583739449909469,1.0434340428666875,0.3713976342131306,1.0,1.0,2.0,-0.07964439898919999,-0.039822199494599995,0.9234446658644062,0.9609602831878153,1.0406257339613219,0.9234435013914436,1.0,1.0,0.75,1.0,0.02702702702702703,0.02597548640326064,,,,,,,0,0.6931471805599453
The American War of Independence began as a war between the Kingdom of Great Britain and how many British colonies in North America?,13.0,13.0,1.0,26.0,-0.20401318153873,-0.007846660828412693,0.8154516222093082,0.9921840438524404,1.0078775265496227,0.8674822399940735,1.0,1.0,2.0,4.3641776e-06,2.1820888e-06,1.0,1.0,0.9999978179135808,1.0000015990821784,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"The wedding of Prince William of Wales and Kate Middleton is the 10th royal wedding to be held at Westminster Abbey. The first was that of Princess Patricia of Connaught to the Hon. Alexander Ramsay, which was in what year?",1919.0,1919.0,0.95,29.0,-2.5075832722991733,-0.08646838869997149,0.08146487996369565,0.9171645410899449,1.0903169008383322,0.08159335941840422,0.9655172413793104,1.0,4.0,5.932524399999998e-07,1.4831310999999996e-07,1.0,1.0,0.999999851686901,0.9999972563274638,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
How many US states share a land border with Canada?,10.0,13.0,0.98,27.0,-0.6488536789882801,-0.02403161774030667,0.5226445519327086,0.9762548422978553,1.0243227041478786,0.523514683685482,1.0,1.0,2.0,-1.11076513e-05,-5.55382565e-06,0.9999888924103897,0.9999944461897725,1.0000055538410726,0.9999861066265138,1.0,1.0,0.1,3.0,0.3,0.24116205681688774,,,,,,,0,1.3862943611198906
When did London first host an Olympic Games?,1908.0,1908.0,0.95,29.0,-0.3450395493536,-0.011897915494951724,0.7081923443644886,0.9881725848223347,1.0119689772407436,0.7103897968141599,1.0,1.0,4.0,7.2250113e-06,1.806252825e-06,1.0,1.0,0.9999981937488063,1.0000009788204791,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"How many members are there in the Italian upper house, the Senate?",315.0,315.0,0.9,27.0,-1.3051100961861202,-0.048337410969856304,0.27114268162711475,0.9528122435312145,1.0495247167415724,0.39579265632117944,1.0,1.0,3.0,-0.1330962538887,-0.0443654179629,0.8753808292446138,0.9566043331907047,1.0453642799887297,0.875836613246972,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"How many members are there in the US lower house, the House of Representatives?",435.0,435.0,1.0,27.0,-0.03048424826245,-0.0011290462319425926,0.9699757107497029,0.9988715909009476,1.0011296838445816,0.971532578015669,1.0,1.0,3.0,1.9744037999999995e-06,6.581345999999998e-07,1.0,1.0,0.9999993418656166,0.9999970682007977,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
